Condition,Model,Batch_ID,Regime,Rows,MAE,RMSE,R2
Normal,Fault-aware HGB,58,Operator,1150,2.023318990748048,2.558042063075758,0.9432822151052118
Normal,Fault-aware HGB,59,Operator,1020,0.917886509011677,1.7589375563457417,0.9519696574895209
Normal,Fault-aware HGB,60,Operator,1150,1.1156082577425952,1.5199380058135454,0.9702822377586607
Normal,Fault-aware HGB,61,APC,1205,0.36492704984103763,0.5924022781714309,0.9961911210011368
Normal,Fault-aware HGB,62,APC,1150,0.8796795545603601,1.0660228535135514,0.9910438683388577
Normal,Fault-aware HGB,63,APC,1150,0.6000111034396438,0.8566626546285316,0.9929522521045464
Normal,Fault-aware HGB,64,APC,1150,0.6383049568098168,0.7754206790624437,0.9945717886429255
Normal,Fault-aware HGB,65,APC,1155,0.47172008432648554,0.6481689381682993,0.9966356148611317
Normal,Fault-aware HGB,66,APC,1150,1.2602861667343748,1.4549309608356924,0.97642057473166
Normal,Fault-aware HGB,67,APC,835,1.2774369521194064,1.7245353369349017,0.9426138338674184
Normal,Fault-aware HGB,68,APC,1150,0.8301874019921467,1.2180196786467599,0.9856598916367855
Normal,Fault-aware HGB,69,APC,1125,0.5564036778075782,0.7138719831618258,0.9947026610246416
Normal,Fault-aware HGB,70,APC,1150,0.9956226402216093,1.320108886907805,0.9809626670898098
Normal,Fault-aware HGB,71,APC,1070,1.2945103627765613,1.8207798048531425,0.9742853143996608
Normal,Fault-aware HGB,72,APC,1150,0.5313572239653644,0.8209106343791803,0.9945419058997482
Normal,Fault-aware HGB,73,APC,1180,0.7791564450072253,0.9945074590035371,0.9886181723938343
Normal,Fault-aware HGB,74,APC,1150,1.018719191173739,1.1916749865571634,0.9891484385644786
Normal,Fault-aware HGB,75,APC,960,0.5728356465209453,0.7991106286607689,0.9918383405891097
Normal,Fault-aware HGB,76,APC,1150,0.37636657337073187,0.5135707903629307,0.9976272293986557
Normal,Fault-aware HGB,77,APC,1025,0.3443980013271684,0.5642235374468832,0.996538532336503
Normal,Fault-aware HGB,78,APC,1150,0.986251508684952,1.2399983243938133,0.9836655105052806
Normal,Fault-aware HGB,79,APC,1175,0.8264787836041404,1.387243894734582,0.984671280927362
Normal,Fault-aware HGB,80,APC,1150,0.7914536380116033,1.244280744991266,0.985857815002094
Normal,Fault-aware HGB,81,APC,1100,1.0002909011876324,1.311427443905897,0.9864775306290172
Normal,Fault-aware HGB,82,APC,1150,0.4591676597636532,0.6481721120880155,0.9961277156694492
Normal,Fault-aware HGB,83,APC,1205,1.1627979718811399,1.588554162886049,0.9713532828819655
Normal,Fault-aware HGB,84,APC,1150,1.0047128481528522,1.249252195272915,0.9843771938172549
Normal,Fault-aware HGB,85,APC,1000,1.2331636892247355,1.5981995139218665,0.977735904656087
Normal,Fault-aware HGB,86,APC,1150,0.27591640561905995,0.3756288829996376,0.9987605687747863
Normal,Fault-aware HGB,87,APC,1110,0.9751667397618676,1.4635637704211324,0.981648240359761
Normal,Fault-aware HGB,88,APC,1150,1.2704738795119674,1.8319863677356778,0.9649403413773439
Normal,Fault-aware HGB,89,APC,1155,1.2132569512411129,1.8317566330628605,0.9575710912975547
Normal,Fault-aware HGB,90,APC,1150,0.6381691271654557,0.8084572569813863,0.9944866616773885
Fault,Normal-only HGB,91,Fault,1290,4.057612410832519,4.721041822529342,-2.6700096859015607
Fault,Normal-only HGB,92,Fault,1150,0.7700985927670035,1.258019105583799,0.9774558709827409
Fault,Normal-only HGB,93,Fault,1050,1.2058979048633134,1.576220184661074,0.9786125566221604
Fault,Normal-only HGB,94,Fault,1150,1.8352341931719172,2.385118498712763,0.6312126882551599
Fault,Normal-only HGB,95,Fault,1055,2.1436427745645785,2.8234499888648394,0.38280330528989404
Fault,Normal-only HGB,96,Fault,1150,0.8624148382549217,1.5295560527579752,0.974815584419543
Fault,Normal-only HGB,97,Fault,1125,1.501953023227603,1.854529088813712,0.9502134671948882
Fault,Normal-only HGB,98,Fault,1150,1.5211115654529268,2.306338354386224,0.9597995404580297
Fault,Normal-only HGB,99,Fault,1255,1.5826454145217277,2.0573436587998226,0.7372535544592592
Fault,Normal-only HGB,100,Fault,1150,5.003552398672768,6.691655949867632,-2.5477824081497586
Fault,Fault-aware HGB,91,Fault,1290,1.8463050861692831,2.1033139603269397,0.27155004014377127
Fault,Fault-aware HGB,92,Fault,1150,0.7479128198588443,1.3200068336848498,0.9751794530940299
Fault,Fault-aware HGB,93,Fault,1050,1.3236143271488436,1.7818775740476882,0.9726674074397967
Fault,Fault-aware HGB,94,Fault,1150,1.1610986666871597,1.7033999868839365,0.8118997693010341
Fault,Fault-aware HGB,95,Fault,1055,0.7767799226928367,0.9918069172310032,0.9238416268661943
Fault,Fault-aware HGB,96,Fault,1150,0.860699031037277,1.5128933779752178,0.97536130353907
Fault,Fault-aware HGB,97,Fault,1125,0.8013451944480633,1.1278185269220067,0.9815870644866974
Fault,Fault-aware HGB,98,Fault,1150,1.2996616866139457,1.9831984569438836,0.9702753105090303
Fault,Fault-aware HGB,99,Fault,1255,0.6499614315008668,0.9848413145480377,0.9397917945096286
Fault,Fault-aware HGB,100,Fault,1150,4.8818703932473015,6.630979452867576,-2.4837351693344227
