Model,Metric,Evaluations,Mean,SD,Median,Minimum,Maximum,Empirical_2_5_Percentile,Empirical_97_5_Percentile
Random Forest,Mean_Batch_MAE,25,1.210911438359083,0.16553371788844898,1.2165438637668389,0.9237746766958279,1.6543989973229885,0.9481390703005278,1.5357098411198102
Random Forest,Mean_Batch_RMSE,25,1.7598770982697343,0.22615112358837328,1.786814525756999,1.359420205093089,2.357032870800227,1.391180794117149,2.1786930033367775
Random Forest,Median_Batch_R2,25,0.9755720254159135,0.007551668772769954,0.9758699531941399,0.9603565858985632,0.9884035239415621,0.9611105629932971,0.9877198562739364
Random Forest,Negative_Batch_R2_Count,25,0.12,0.43969686527576396,0.0,0.0,2.0,0.0,1.3999999999999986
Random Forest,Row_MAE,25,1.2318813196112104,0.1719268059844645,1.228739019533809,0.9395366289237894,1.670828412360293,0.9612254208421868,1.5775922496908703
Random Forest,Row_R2,25,0.9568160120315669,0.012615573520521357,0.9577891050641237,0.9251822331853236,0.9761763920553341,0.9270671521350363,0.9758789685151507
Random Forest,Row_RMSE,25,2.0503987394236494,0.2857611002852924,2.0603330649192815,1.542953510419144,2.786996920499717,1.5752936692083208,2.6074964885476053
